title,lowestAsk,lowestAskSize,numberOfAsks,salesThisPeriod,salesLastPeriod,highestBid,highestBidSize,numberOfBids,annualHigh,annualLow,deadstockRangeLow,deadstockRangeHigh,volatility,deadstockSold,pricePremium,averageDeadstockPrice,lastSale,salesLast72Hours,changeValue,changePercentage,totalDollars,deadstockSoldRank,pricePremiumRank,averageDeadstockPriceRank,missingData
Puma Thunder Spectra Grey Yellow,89,8.5,22,6,None,116,14,24,200,69,85,113,0.141043,116,-0.175,117,99,6,4,0.042105,13580,74,78,36,False
Air Force 1 Low Rose Velvet,89,4.5,57,6,None,140,14,40,160,46,76,106,0.17029,197,-0.3,112,91,6,4,0.045977,22007,2,77,27,False
Nike SB Blazer Mid Lance Mountain English Rose,90,6,15,6,None,115,11,28,150,45,68,110,0.237104,253,0.047,87,89,6,39,0.78,22069,28,23,70,False
Jordan 1 Retro High Wheat,90,11,76,6,None,161,7.5,80,239,61,100,130,0.12911,1338,-0.281,98,115,6,10,0.095238,131644,52,51,95,False
adidas NMD R1 Duck Camo Sesame,90,8.5,49,6,None,100,7,24,178,50,84,116,0.163775,689,-0.231,86,100,6,15,0.176471,59225,26,27,69,False
Jordan 1 Mid Royal Paint Splatter,95,13,20,6,None,162,7.5,41,195,60,62,110,0.278846,268,-0.218,115,86,6,-1,-0.011494,30892,45,99,71,False
Air Max 95 OG Black Metallic Gold White,95,6.5,37,6,None,111,10.5,56,225,90,133,167,0.111183,208,-0.063,126,150,6,53,0.546392,26142,2,13,39,False
Air Max 90/1 Laser Blue,98,8.5,18,6,None,108,12,22,160,70,57,83,0.187809,81,-0.5,92,70,6,-49,-0.411765,7418,11,61,84,False
adidas Ultra Boost 4.0 Ash Pearl (W),99,11W,37,6,None,115,7.5W,5,225,60,28,92,0.532905,250,-0.667,154,60,6,-25,-0.294118,38500,39,50,81,False
adidas Crazy BYW X Alphatype,99,11.5,33,6,None,88,10.5,15,140,60,85,113,0.145414,17,-0.45,89,99,6,39,0.65,1514,89,45,32,False
adidas Yung-1 Cloud White,99,10,28,6,None,140,5.5,32,227,50,152,208,0.153942,446,0.5,120,180,6,50,0.384615,53528,99,31,88,False
Air Max 270 Bowfin University Red Light Citron,100,7.5,43,6,None,145,12,37,249,120,108,160,0.190396,153,-0.163,163,134,6,4,0.030769,24947,90,87,32,False
Air Force 1 Low 3D Chenille Swoosh White Red Blue,100,14,30,6,None,140,10.5,28,210,50,35,105,0.498892,516,-0.3,110,70,6,-60,-0.461538,56941,55,16,3,False
Nike Epic React Flyknit Cookies & Cream,108,11,20,6,None,105,10,35,250,85,100,110,0.051207,250,-0.3,134,105,6,10,0.105263,33552,12,85,60,False
adidas Ultraboost ATR Mid Clear Brown,108,10,19,6,None,165,11.5,16,188,100,119,161,0.153561,19,-0.364,142,140,6,15,0.12,2689,20,19,84,False
Jordan Legacy 312 Lakers,110,13,32,6,None,124,7,50,202,80,90,130,0.178346,220,-0.267,126,110,6,-45,-0.290323,27744,49,61,97,False
adidas EQT Support 93/17 Triple Black,110,8.5,38,6,None,105,11,29,240,70,94,134,0.17304,1244,-0.367,116,114,6,5,0.045872,144482,49,36,87,False
adidas COPA ACE 16+ Purecontrol Ultra Boost Kith Golden Goal,110,5,109,6,None,181,12,26,500,70,107,149,0.166096,1168,-0.418,194,128,6,-27,-0.174194,226076,10,10,43,False
Jordan 6 Retro Gatorade Like Mike White (GS),110,5.5Y,10,6,None,121,4.5Y,47,150,60,104,138,0.143401,271,-0.136,96,121,6,-4,-0.032,26059,8,75,1,False
Nike Dunk SB High Cali (2014),110,8.5,63,6,None,115,8,49,190,56,90,110,0.103397,212,-0.167,99,100,6,0,0,21084,91,46,41,False
Air Max 95 Frequency Pack,115,7.5,19,6,None,350,15,41,225,75,104,136,0.13715,66,-0.294,143,120,6,15,0.139818,9406,78,25,98,False
Jordan 3 Retro True Blue 2016 (GS),115,6Y,39,6,None,135,7Y,39,175,60,82,118,0.181395,729,-0.375,98,100,6,-40,-0.285714,71710,95,44,19,False
Kyrie 4 Uncle Drew,115,8.5,50,6,None,125,9.5,50,250,70,119,151,0.121062,486,0.125,111,135,6,48,0.551724,54119,9,98,60,False
Flyknit Trainer Oreo,116,13,88,6,None,152,9.5,89,250,75,121,171,0.172332,2039,-0.027,172,146,6,31,0.269565,349974,64,31,5,False
adidas Ultra Boost 4.0 Parley Legend Ink,120,8,41,6,None,150,14,38,190,90,124,160,0.129609,1228,-0.211,140,142,6,17,0.136,171496,88,56,85,False
Air Max 270 Olive Canvas,120,11,35,6,None,150,7.5,35,248,100,105,135,0.123494,112,-0.2,128,120,6,-29,-0.194631,14368,40,32,45,False
LeBron 15 Multi-Color,124,9.5,52,6,None,225,15,69,339,80,72,150,0.348372,588,-0.4,149,111,6,-21,-0.159091,87876,86,94,39,False
adidas Ultra Boost 4.0 Core Black (W),125,5W,41,6,None,119,7.5W,26,220,75,138,166,0.089073,511,-0.156,129,152,6,8,0.055556,65841,29,47,91,False
Jordan 1 Retro High Flyknit Bred,128,10.5,119,6,None,145,12,73,205,80,100,140,0.168311,1012,-0.333,139,120,6,-5,-0.04,140860,94,89,21,False
Nike React Element 55 Triple Black,130,10,48,6,None,130,11,29,180,100,83,127,0.211149,14,-0.192,133,105,6,-20,-0.16,1860,26,48,1,False
adidas NMD R1 Crystal White Clear Lilac (W),130,9,15,6,None,165,4,20,200,55,138,172,0.107822,128,0.192,129,155,6,6,0.040268,16560,88,98,34,False
Air Max 1 Anniversary Royal (2017 Restock Pair),140,6,54,6,None,205,11,107,276,81,151,199,0.136947,1109,0.25,186,175,6,-65,-0.270833,206566,33,33,70,False
Air VaporMax Moc 2 Thunder Blue,140,8,38,6,None,250,15,18,350,130,146,184,0.112792,50,-0.175,195,165,6,0,0,9728,62,35,78,False
Nike M2K Tekno White Black Orange (W),140,11W,33,6,None,171,6.5W,33,370,90,45,135,0.498092,681,-0.1,170,90,6,-90,-0.5,115712,80,100,19,False
Puma RS-X Reinvention,140,8.5,20,6,None,190,10,49,295,106,109,175,0.229311,182,0.052,148,142,6,-3,-0.02069,26920,55,96,34,False
Jordan 13 Retro Low Pure Platinum,140,13,39,6,None,223,8,46,236,70,121,199,0.242745,283,-0.086,148,160,6,-38,-0.191919,41953,46,59,58,False
Air VaporMax Plus Work Blue,145,10,21,6,None,150,12,49,230,65,126,184,0.188018,107,-0.184,166,155,6,0,0,17776,82,35,37,False
Jordan 5 Retro Blue Suede,145,18,77,6,None,195,12,70,350,60,206,246,0.089074,1058,0.189,184,226,6,12,0.056075,194371,49,8,83,False
Air Max 95 Triple Black (2014/2016/2018),150,12,27,6,None,152,11.5,64,225,90,154,186,0.096246,269,0.063,138,170,6,0,0,37101,15,14,13,False
LeBron 16 Fresh Bred,150,8.5,34,6,None,211,15,67,360,116,92,162,0.274473,839,-0.314,160,127,6,-53,-0.294444,134047,18,7,30,False
Air Max 95 ERDL Party White,154,8.5,40,6,None,152,10.5,60,295,120,147,173,0.08118,596,-0.158,175,160,6,-15,-0.085714,104316,44,62,38,False
Jordan 11 Retro Low Midnight Navy,157,6.5,110,6,None,220,14,77,415,121,183,203,0.053574,779,0.135,210,193,6,-22,-0.102326,163285,59,79,87,False
Kyrie 4 Cinnamon Toast Crunch,160,8,54,6,None,161,10.5,50,350,100,146,174,0.089861,1716,0.333,156,160,6,2,0.012658,267612,5,87,73,False
Air VaporMax Moc 2 Acronym Light Bone,160,5.5,145,6,None,262,11,105,600,100,98,202,0.345437,2356,-0.333,272,150,6,-80,-0.347826,640433,11,49,8,False
Jordan 12 Retro Chinese New Year 2019 (GS),165,3.5Y,45,6,None,166,6Y,16,219,170,164,194,0.086386,8,0.053,183,179,6,9,0.052941,1465,62,29,12,False
Jordan 9 Retro Boot Wheat,169,9.5,27,6,None,152,11,46,325,126,135,225,0.248757,315,-0.2,183,180,6,45,0.333333,57573,29,30,47,False
Air VaporMax 2 White Black,170,9.5,21,6,None,186,6,46,300,101,164,186,0.06063,350,-0.079,173,175,6,2,0.011561,60645,69,76,98,False
Air VaporMax Moc 2 Acronym Sail,170,11.5,86,6,None,181,10,49,450,125,185,205,0.050888,770,-0.133,217,195,6,25,0.142661,166771,75,51,92,False
LeBron Icon John Elliott White,175,7.5,84,6,None,410,15,79,700,150,265,347,0.134488,1301,0.224,318,306,6,-44,-0.125714,413652,89,19,33,False
Air Max 95 OG Crystal Blue,175,8,35,6,None,190,15,72,250,155,132,178,0.149051,27,-0.031,197,155,6,-5,-0.03125,5311,84,62,65,False
Air Max 97 Paint Splatter,175,8,12,6,None,185,10.5,40,253,100,120,164,0.152015,433,-0.165,163,142,6,-16,-0.101266,70555,54,63,52,False
Under Armour Curry 6 Christmas in the Town,178,11.5,24,6,None,220,7,61,350,150,220,280,0.120449,42,0.923,209,250,6,100,0.666667,8795,18,35,8,False
Air Force 1 Low Swoosh Pack All-Star 2018 (Black),184,6,30,6,None,252,9.5,49,395,100,334,456,0.155573,806,2.591,174,395,6,95,0.316667,140536,11,9,65,False
Jordan 11 Retro Space Jam 2016 (GS),185,4Y,72,6,None,215,5Y,40,289,112,155,235,0.207421,664,0.147,208,195,6,-53,-0.21371,138153,94,20,45,False
Jordan 13 Retro Dirty Bred,185,11,113,6,None,200,14,43,325,110,130,170,0.132398,290,-0.189,190,150,6,-1,-0.006623,55216,78,46,78,False
Jordan 7 Retro Championship Pack "Cigar",190,9.5,73,6,None,205,11.5,64,300,145,145,195,0.147648,177,-0.32,200,170,6,-50,-0.227273,35487,11,46,81,False
Nike React Element 55 size?,190,8.5,26,6,None,201,11,56,285,142,193,233,0.094186,101,0.42,201,213,6,19,0.097938,20346,33,68,100,False
Jordan 4 Retro Columbia (2015),198,10.5,134,6,None,234,7.5,53,284,100,177,213,0.092683,783,0.026,199,195,6,-22,-0.101382,155798,24,83,83,False
Jordan 6 Retro Black Cat,200,10.5,30,6,None,235,10,76,300,121,140,180,0.123688,591,-0.158,191,160,6,-20,-0.111111,112912,68,53,30,False
Air VaporMax SE Laceless Triple Black,200,13,26,6,None,280,9,59,370,100,183,239,0.130755,513,0.055,198,211,6,-37,-0.149194,101424,90,2,62,False
Jordan 4 Retro 30th Anniversary Laser,205,11,123,6,None,280,8,47,350,141,223,307,0.159975,789,0.06,218,265,6,62,0.305419,171667,85,28,41,False
Air Skylon 2 Fear of God Light Bone,212,12,13,6,None,250,9,43,239,140,112,168,0.202272,16,-0.067,180,140,6,-1,-0.007092,2879,56,8,72,False
Jordan 11 Retro Low Cherry (2016),220,9,92,6,None,235,11.5,109,360,157,219,261,0.087293,1048,0.412,222,240,6,0,0,232731,94,26,35,False
Air Foamposite One Royal Blue XX 20th Anniversary (2017),225,9.5,95,6,None,237,13,75,350,140,192,248,0.125096,647,-0.043,224,220,6,-75,-0.254237,145123,86,8,30,False
adidas NMD R1 Core Black Lush Red (2015/2017),225,8.5,168,6,None,250,8,64,471,165,245,298,0.098901,1082,0.597,257,271,6,62,0.292536,278166,1,8,3,False
Air VaporMax Utility Triple Black,229,10.5,21,6,None,260,14,50,350,120,193,249,0.127686,977,-0.018,199,221,6,-64,-0.224576,194727,58,67,45,False
Nike Metcon Flyknit 3 Adonis Creed,230,14,25,6,None,250,10,20,382,200,199,277,0.163452,56,0.489,277,238,6,-6,-0.027676,15508,68,12,61,False
Converse Chuck Taylor All-Star 70s Hi Kith x Coca Cola Yellow,232,9,70,6,None,321,5.5,74,579,195,186,274,0.190549,548,0.533,333,230,6,-119,-0.340974,182410,99,76,59,False
Jordan 5 Retro Oreo,235,9.5,71,6,None,220,8.5,56,350,150,260,314,0.093805,412,0.688,236,287,6,26,0.099046,97125,61,65,13,False
Air Force 1 Mid Supreme NBA Black,240,12,133,6,None,264,7,98,650,151,198,252,0.11871,4440,0.364,230,225,6,-53,-0.190647,1021109,62,77,67,False
Converse Chuck Taylor All-Star 70s Hi Kith x Coca Cola Red,259,10,67,6,None,416,4.5, 4,90,650,None,238,332,0.163687,799,0.9,328,285,6,5,0.017857,262098,67,1,91,False
Jordan 1 Retro Bred 2016 "Banned" (GS),290,6.5Y,83,6,None,300,4.5Y,43,430,181,225,285,0.116156,659,1.125,280,255,6,-85,-0.25,184817,66,89,3,False
adidas Futurecraft 4D Onix Aero Green,568,8,60,6,None,750,13,57,1075,490,594,666,0.057311,409,0.4,679,630,6,30,0.05,277619,80,53,97,False
Converse Chuck Taylor All-Star Hi Off-White,750,13,123,6,None,1018,9,117,2500,500,1053,1287,0.099575,1974,8,940,1170,6,252,0.27451,1855859,51,68,6,False
adidas Deerupt Solar Red Bluebird,40,10.5,57,5,None,38,8.5,11,219,25,19,61,0.523989,277,-0.6,67,40,5,-5,-0.111111,18661,12,64,77,False
Jordan 11 Retro Cleat Black,55,11.5,114,5,None,70,9,12,200,60,29,91,0.509278,112,-0.52,109,60,5,-12,-0.166667,12202,43,69,44,False
adidas Deerupt Core Black,55,9.5,17,5,None,85,13.5,26,150,40,58,74,0.120384,162,-0.338,56,66,5,22,0.472087,9037,37,12,98,False
Nike PG 1 Volt,57,10,16,5,None,68,13,35,130,40,51,63,0.110266,106,-0.482,69,57,5,-8,-0.123077,7278,28,81,85,False
Kobe A.D. DeMar DeRozan Blue,63,10.5,36,5,None,61,12,31,175,45,56,80,0.170699,346,-0.547,63,68,5,6,0.096774,21743,60,45,17,False
adidas Crazy BYW LVL 1 Black White,64,11,40,5,None,100,5.5,18,500,53,52,76,0.193284,561,-0.624,129,64,5,-36,-0.36,72272,46,40,32,False
Nike Cortez Basic Leather Forrest Gump (2017),65,10.5,37,5,None,57,10,19,175,30,57,73,0.123077,594,-0.188,80,65,5,10,0.181818,47514,50,7,26,False
Jordan Why Not Zer0.1 Low UCLA,65,11,26,5,None,75,9.5,6,124,45,37,79,0.365508,17,-0.496,76,58,5,13,0.288889,1290,69,40,36,False
Jordan Future Low Black White (2018),65,10.5,15,5,None,53,10.5,10,106,45,82,118,0.17724,29,-0.286,73,100,5,44,0.785714,2130,89,68,89,False
Nike Classic Cortez Forrest Gump (2018),70,8,33,5,None,75,6.5,23,180,40,59,79,0.140242,52,-0.242,73,69,5,9,0.15,3781,14,49,47,False
Jordan Spizike Gym Red,70,9.5,26,5,None,69,10.5,12,115,50,62,88,0.178918,148,-0.571,80,75,5,-15,-0.166667,11873,95,70,52,False
Air Force 1 Low White 2014 (GS),74,7y,49,5,None,60,6.5y,7,115,40,55,89,0.234151,485,-0.04,76,72,5,-20,-0.217391,36737,96,90,41,False
Nike SF Air Force 1 Mid Black Gum,75,8.5,34,5,None,70,12,34,144,45,66,90,0.149682,423,-0.513,81,78,5,-1,-0.012658,34236,97,70,96,False
Nike SB Dunk Low Rivals Pack (East),75,8.5,43,5,None,80,10.5,63,199,45,80,100,0.10575,446,-0.1,88,90,5,-10,-0.1,39356,2,51,45,False
SF Air Force 1 High Game Royal,75,10.5,31,5,None,80,10.5,20,180,60,69,85,0.110384,151,-0.572,104,77,5,8,0.115942,15634,70,65,20,False
SF Air Force 1 High Dusty Peach,75,9.5,56,5,None,82,14,14,195,49,62,68,0.048294,343,-0.639,92,65,5,5,0.083333,31523,60,99,77,False
Nike PG 2.5 Dark Grey,75,13,23,5,None,75,13,30,130,60,67,79,0.084652,61,-0.336,79,73,5,-11,-0.130952,4806,56,13,89,False
Puma Thunder Desert Bright White,78,11,7,5,None,90,6.5,14,185,45,65,85,0.132832,131,-0.375,104,75,5,-23,-0.234694,13559,15,19,58,False
Air Huarache White Platinum,80,11,51,5,None,90,5,24,199,51,96,124,0.123038,501,-0.214,82,110,5,27,0.325301,41054,46,80,67,False
Jordan 1 Retro Yin Yang Black (GS),80,5.5Y,19,5,None,92,7Y,17,178,35,58,82,0.167053,128,0,74,70,5,7,0.111111,9468,34,33,10,False
Air Force 1 Sage Low Particle Beige (W),80,12W,35,5,None,100,7W,10,170,70,130,168,0.12493,159,0.49,132,149,5,28,0.231405,21021,69,11,81,False
Nike Mamba Rage Grinch,84,11.5,74,5,None,95,10.5,36,275,60,90,106,0.085631,159,-0.02,106,98,5,17,0.209877,16800,23,44,63,False
Air Max 1 Curry (2018),85,8.5,68,5,None,95,12,76,230,40,71,113,0.22974,908,-0.387,113,92,5,-16,-0.148148,103006,73,36,69,False
Air Force 270 Black White,85,9.5,25,5,None,90,11,24,200,62,46,78,0.250289,283,-0.613,128,62,5,-27,-0.303371,36181,7,39,73,False
Air Force 1 Low Off-White Volt (I),86,2,95,5,None,90,1,40,160,69,79,87,0.050239,210,0.66,98,83,5,1,0.012195,20661,0,35,24,False
Air Force 1 Foamposite Cup Triple Black,86,8.5,39,5,None,110,13,26,220,57,112,138,0.105063,842,-0.375,105,125,5,5,0.041667,88555,13,59,50,False
Jordan 1 Retro High OG Sail (GS),88,6.5Y, 6.5Y, 6.5Y, 6Y,53,5,None,135,5Y,34,159,40,62,104,0.257817,543,-0.308,101,83,5,-5,-0.056818,54680,47,27,72,False
Jordan Legacy 312 Black White,88,11,51,5,None,100,13,26,270,57,87,111,0.118193,465,-0.34,112,99,5,7,0.076087,51903,10,17,95,False
Nike SB Dunk High Danny Supa,89,12,81,5,None,140,4,79,160,50,115,149,0.125115,311,0.2,100,132,5,17,0.147826,31206,89,42,36,False
Air Max 97/BW Black Metallic Hematite,93,7,74,5,None,100,8,17,285,55,36,144,0.603706,125,-0.471,106,90,5,-2,-0.021739,13188,13,17,67,False
Nike SB Dunk High Deconstructed Doc Martens,95,11,6,5,None,105,10.5,29,150,36,46,94,0.339183,88,-0.364,100,70,5,-5,-0.066667,8781,40,94,88,False
Kyrie 4 City Guardians,95,10.5,22,5,None,90,9.5,33,250,55,84,122,0.180009,188,-0.142,100,103,5,48,0.872727,18867,18,25,96,False
LeBron 15 Low Black Gold,95,10,12,5,None,106,13,20,238,82,88,102,0.077739,231,-0.367,110,95,5,-15,-0.136364,25418,43,27,84,False
adidas Ultra Boost 4.0 Dark Mocha,95,8,90,5,None,110,12.5,33,300,60,121,139,0.07226,733,-0.278,132,130,5,7,0.056911,96942,13,18,65,False
Jordan 1 Retro Mid Team Red Black,97,13,12,5,None,142,8.5,26,200,49,113,187,0.244505,264,0.364,89,150,5,75,1,23449,30,88,92,False
adidas NMD R1 Blizzard,97,13,48,5,None,110,12,41,200,70,78,118,0.204859,260,-0.246,115,98,5,-2,-0.02,29903,13,1,75,False
Jordan 1 Mid Trooper Bleached Coral (GS),98,7Y,43,5,None,202,4.5Y,88,250,60,36,114,0.523222,264,-0.167,139,75,5,3,0.041667,36696,96,85,26,False
Nike Flyknit Racer Multi-Color 2.0 (2015/2017),99,10,61,5,None,155,4.5,37,200,40,78,132,0.258048,903,-0.3,94,105,5,3,0.029412,85211,100,75,37,False
adidas Yung-1 Triple Black,99,11,29,5,None,120,4.5,10,220,50,84,106,0.115588,269,-0.208,97,95,5,10,0.117647,26196,63,63,98,False
KD 10 Platinum,99,10,16,5,None,120,13,11,165,75,57,115,0.339738,72,-0.427,104,86,5,1,0.001206,7513,0,81,3,False
Air Max 90 Triple Black (2018),100,8.5,19,5,None,97,10.5,30,150,70,96,114,0.09042,73,-0.045,102,105,5,6,0.060606,7476,18,24,43,False
Air Max 1 Just Do It Orange (W),100,10W,40,5,None,70,6.5W,26,275,70,44,96,0.369541,277,-0.364,145,70,5,-5,-0.066667,40109,33,96,85,False
Nike SB Dunk High Kevin Bradley,100,11,29,5,None,140,10.5,39,200,50,76,110,0.186026,170,-0.155,101,93,5,1,0.01087,17176,49,1,10,False
LeBron 15 Low University Red,100,11.5,7,5,None,90,13,34,204,80,94,106,0.059925,92,-0.333,109,100,5,1,0.010101,10028,72,46,64,False
LeBron 15 Low White Metallic Silver,100,10.5,11,5,None,100,11,33,200,75,93,159,0.262879,188,-0.16,127,126,5,34,0.355539,23805,77,58,81,False
Nike Af1 Ultra Flyknit Low White/White-Ice,105,10.5,9,5,None,118,9.5,28,235,74,68,113,0.245525,50,-0.434,116,90,5,-34,-0.27615,5805,74,63,72,False
Air Max 270 Black Volt Oil Grey,109,9.5,48,5,None,120,7,43,170,70,133,167,0.11454,88,0,109,150,5,33,0.282051,9607,15,19,32,False
Air Force 270 Phantom,109,7,27,5,None,148,6,19,425,55,76,146,0.312611,617,-0.306,201,111,5,-9,-0.075,124091,32,77,37,False
adidas Ultra Boost 4.0 Parley White Blue (W),110,10,7,5,None,135,5.5,14,177,71,45,97,0.370119,137,-0.606,124,71,5,-9,-0.1125,16948,21,41,64,False
Nike SB Air Force 2 Low Supreme Blue,110,8.5,56,5,None,110,8.5,40,160,60,112,130,0.071086,403,0.235,114,121,5,-9,-0.069231,45927,7,69,90,False
Air Max Deluxe Triple Black,114,4.5,59,5,None,200,13,44,265,97,157,193,0.100542,282,-0.125,156,175,5,7,0.041667,43884,74,14,26,False
Air Zoom Generation Wheat Retro,114,7,63,5,None,150,12,39,274,75,52,98,0.310911,493,-0.667,167,75,5,-75,-0.5,82413,91,100,15,False
adidas 3ST.002 Bape,114,8,58,5,None,135,12,32,250,74,109,129,0.086811,324,0,141,119,5,4,0.030516,45573,60,1,44,False
adidas NMD R1 Cloud White (W),115,11,6,5,None,80,7,6,200,100,104,156,0.199073,39,-0.235,156,130,5,0,0,6079,16,85,61,False
Jordan 1 Retro High Pure Platinum Desert Sand,115,10,24,5,None,101,7,33,200,71,48,102,0.360512,45,-0.483,118,75,5,-45,-0.375,5293,68,37,30,False
Air Force 1 '07 XX White (W),115,9.5W,28,5,None,115,7.5W,4,150,115,139,161,0.071333,7,0.304,125,150,5,30,0.25,877,64,43,60,False
Jordan XXX1 Chicago,119,9,13,5,None,100,12,29,150,60,78,106,0.151053,104,-0.503,93,92,5,12,0.15,9711,61,64,79,False
Kobe 1 Protro MPLS,120,8,38,5,None,125,11,55,298,88,117,143,0.096779,472,-0.257,145,130,5,-10,-0.071429,68290,39,13,45,False
Air Max 1 Watermelon,122,9,31,5,None,240,14,62,270,85,103,140,0.152135,1337,0.104,131,121,5,-5,-0.045083,175424,78,72,12,False
LeBron Zoom Soldier 1 Think 16 (25 Straight),123,8,89,5,None,180,13,74,355,85,147,213,0.180575,1036,0.2,171,180,5,36,0.25,176963,10,31,43,False
Jordan 3 Retro AWOK Vogue Black (W),125,9W,61,5,None,155,11.5W,59,316,80,83,135,0.241958,697,-0.505,181,109,5,4,0.038095,126001,89,91,1,False
Nike SB Gato Supreme Red,125,8.5,109,5,None,165,13,72,375,85,98,142,0.182299,896,0.091,144,120,5,2,0.016949,128932,11,75,31,False
Air Force 1 Utility Odell Beckham Jr,125,9,61,5,None,175,10,49,230,36,83,148,0.281013,415,-0.202,158,116,5,-39,-0.256715,65580,34,23,96,False
Jordan 3 Retro Hall of Fame (GS),129,4Y,38,5,None,120,7Y,34,200,60,96,134,0.16945,614,-0.179,119,115,5,11,0.105769,72826,87,86,71,False
Nike Zoom Fly Betrue (2018),130,4.5,41,5,None,141,9,54,300,94,64,156,0.415058,498,-0.267,169,110,5,-26,-0.191176,84319,40,56,21,False
Air More Uptempo Obsidian,133,11,40,5,None,198,8,63,240,91,59,141,0.405305,335,-0.375,148,100,5,-85,-0.459459,49693,49,100,77,False
Air Max Speed Turf Black White Voltage Yellow,135,11.5,13,5,None,140,11.5,24,200,81,87,143,0.24379,34,-0.179,136,115,5,-55,-0.323529,4622,92,4,75,False
Vans Authentic Comme des Garcons,140,7,59,5,None,200,11,77,335,101,165,205,0.108289,473,0,172,185,5,-2,-0.015298,81291,81,66,97,False
Air Max 1 Crepe Wheat Gold Rust Pink,140,8,39,5,None,190,14,46,200,130,140,176,0.112126,30,0.215,164,158,5,-32,-0.168421,4935,50,27,45,False
Jordan 10 Retro Bulls Over Broadway,140,7,120,5,None,187,13,66,300,110,190,220,0.074809,494,0.079,178,205,5,48,0.305732,87847,9,74,30,False
Air Max 97 Light Blue,140,13,12,5,None,190,6,37,220,100,111,159,0.179189,107,-0.156,150,135,5,-15,-0.1,16066,85,29,98,False
Air Max 98 Wolf Grey Total Crimson,140,9,29,5,None,76,11,31,245,75,113,145,0.121841,192,-0.194,137,129,5,45,0.518027,26309,47,73,6,False
Converse Chuck Taylor All-Star 70s Ox Toy JW Anderson Purple,141,12,6,5,None,250,5.5,17,650,75,65,165,0.435928,145,-0.179,218,115,5,-35,-0.233333,31592,65,13,51,False
Air Max Plus OG Pimento (2018),144,11.5,30,5,None,170,9.5,61,226,113,100,174,0.269144,138,-0.144,156,137,5,-20,-0.127389,21561,98,76,93,False
Jordan 7 Retro Marvin the Martian,145,12,86,5,None,165,7.5,85,245,100,114,136,0.086152,419,-0.342,142,125,5,-15,-0.107143,59691,52,90,38,False
Puma RS-0 Polaroid,145,9.5,7,5,None,150,13,10,180,82,94,146,0.214177,108,0,134,120,5,30,0.333333,14450,80,14,74,False
Air VaporMax Plus Persian Violet Midnight Navy (W),145,6.5W,19,5,None,130,7.5W,6,190,114,94,134,0.174208,12,-0.4,149,114,5,-36,-0.24,1793,17,90,68,False
Jordan 7 Retro Pantone,145,10,63,5,None,145,15,51,250,70,89,131,0.193956,568,-0.421,119,110,5,-1,-0.009009,67572,79,7,32,False
Air Max 97 Midnight Navy Habanero Red,149,13,30,5,None,145,11.5,47,220,70,97,143,0.187591,177,-0.25,139,120,5,-33,-0.215686,24668,29,81,37,False
adidas Ultra Boost 3.0 Multi-Color,149,8,124,5,None,160,14,27,295,75,146,204,0.165459,707,-0.125,191,175,5,25,0.166667,135218,93,55,13,False
LeBron 16 Oreo,149,11,55,5,None,145,10,53,349,127,162,188,0.074225,185,-0.054,173,175,5,30,0.206897,31952,69,27,30,False
Jordan 1 Retro Yin Yang White,150,13,38,5,None,261,8,64,364,70,111,189,0.258057,2096,-0.063,136,150,5,-49,-0.246231,284759,75,43,64,False
adidas Ultra Boost Mid Light Granite Silver Metallic,150,9,17,5,None,143,12,23,350,119,107,135,0.113134,41,-0.328,148,121,5,1,0.008333,6067,96,68,25,False
Vans Sk8-Hi Deconstructed Marshmallow,153,10,42,5,None,195,8.5,30,300,77,146,222,0.206801,554,0.6,186,184,5,14,0.082353,102850,74,39,89,False
Air VaporMax Utility Black Volt Bright Crimson,158,7,48,5,None,154,10,33,280,115,159,189,0.086936,208,-0.227,173,174,5,5,0.029586,35916,51,13,40,False
Jordan 17 Retro Copper (2016),160,10.5,51,5,None,165,11.5,45,267,88,187,251,0.143936,276,-0.124,165,219,5,59,0.36875,45457,47,91,93,False
Jordan 13 Retro Chris Paul Away,160,11,142,5,None,169,9,69,265,115,149,181,0.095938,472,-0.175,171,165,5,30,0.222222,80909,54,65,72,False
New Balance 997S Kith nonnative,160,7.5,18,5,None,190,10,42,260,117,166,214,0.126468,97,0.267,193,190,5,5,0.027027,18769,27,15,46,False
LeBron 11 NOLA Gumbo League "Gator King",160,11,57,5,None,219,9,51,267,101,212,284,0.143181,308,0.127,178,248,5,-2,-0.008,54899,55,85,1,False
Jordan 10 Retro Double Nickel,160,9,110,5,None,180,13,54,275,115,140,174,0.11086,609,-0.174,182,157,5,-4,-0.024845,111125,51,84,35,False
Air More Uptempo Knicks,164,13,20,5,None,305,7,51,380,90,261,349,0.144655,292,0.906,206,305,5,45,0.173077,60024,4,82,45,False
Air Max 98 White,165,12,22,5,None,237,8.5,47,349,100,188,272,0.181651,496,0.438,172,230,5,-10,-0.041667,85169,30,53,98,False
